Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,Method Code,CBSA Code,CBSA Name,County FIPS Code,County,Site Latitude,Site Longitude,Date_Cleaned
/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-14
04/15/2024,AQS,60311004,1,0.05,ppm,46.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-15
04/16/2024,AQS,60311004,1,,ppm,46.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-16
04/17/2024,AQS,60311004,1,0.055,ppm,51.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-17
04/18/2024,AQS,60311004,1,0.057,ppm,58.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-18
04/19/2024,AQS,60311004,1,0.061,ppm,71.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-19
/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-20
04/21/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-21
April 22/2024,AQS,60311004,1,0.055,ppm,51.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-22
04/23/2024,AQS,60311004,1,0.045,ppm,42.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-23
04/24/2024,AQS,60311004,1,0.043,ppm,40.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-24
/2024,AQS,60311004,1,0.043,ppm,40.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-25
04/26/2024,AQS,60311004,1,0.041,ppm,38.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-26
04/27/2024,AQS,60311004,1,0.041,ppm,38.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-27
/2024,AQS,60311004,1,0.043,ppm,40.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-28
04/29/2024,AQS,60311004,1,0.053,ppm,49.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-29
04/30/2024,AQS,60311004,1,0.054,ppm,,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-04-30
/2024,AQS,60311004,1,0.051,ppm,47.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-01
05/02/2024,AQS,60311004,1,0.051,ppm,47.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-02
05/03/2024,AQS,60311004,1,0.044,ppm,41.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-03
05/04/2024,AQS,60311004,1,0.035,ppm,32.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-04
05/05/2024,AQS,60311004,1,0.045,ppm,42.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-05
/2024,AQS,60311004,1,,ppm,45.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-06
05/07/2024,AQS,60311004,1,0.054,ppm,50.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-07
05/08/2024,AQS,60311004,1,,ppm,46.0,Hanford-Irwin,1000,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-08
05/09/2024,AQS,60311004,1,0.058,ppm,61.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-09
05/10/2024,AQS,60311004,1,0.055,ppm,51.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-10
05/11/2024,AQS,60311004,1,0.061,ppm,71.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-11
05/12/2024,AQS,60311004,1,,ppm,61.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-12
05/13/2024,AQS,60311004,1,0.061,ppm,71.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-13
05/14/2024,AQS,60311004,1,0.064,ppm,80.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-14
05/15/2024,AQS,60311004,1,0.067,ppm,90.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-15
05/16/2024,AQS,60311004,1,0.06,ppm,67.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-16
05/17/2024,AQS,60311004,1,0.06,ppm,67.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-17
05/18/2024,AQS,60311004,1,0.056,ppm,,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-18
05/19/2024,AQS,60311004,1,0.053,ppm,49.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-19
05/20/2024,AQS,60311004,1,0.059,ppm,64.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-20
05/21/2024,AQS,60311004,1,0.059,ppm,64.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-21
05/22/2024,AQS,60311004,1,0.064,ppm,80.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-22
May 23/2024,AQS,60311004,1,0.055,ppm,51.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-23
May 24/2024,AQS,60311004,1,0.054,ppm,50.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-24
05/25/2024,AQS,60311004,1,0.045,ppm,42.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-25
05/26/2024,AQS,60311004,1,0.051,ppm,47.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-26
05/27/2024,AQS,60311004,1,0.057,ppm,,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-27
05/28/2024,AQS,60311004,1,0.055,ppm,51.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-28
May 29/2024,AQS,60311004,1,0.053,ppm,49.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-29
05/30/2024,AQS,60311004,1,0.059,ppm,64.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-30
05/31/2024,AQS,60311004,1,0.065,ppm,84.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-05-31
06/01/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-01
June 02/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-02
/2024,AQS,60311004,1,0.029,ppm,27.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-03
/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-04
06/05/2024,AQS,60311004,1,0.063,ppm,77.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-05
06/06/2024,AQS,60311004,1,0.067,ppm,90.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-06
June 07/2024,AQS,60311004,1,0.054,ppm,50.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-07
06/08/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-08
June 09/2024,AQS,60311004,1,0.042,ppm,39.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-09
06/10/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-10
/2024,AQS,60311004,1,0.066,ppm,87.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-11
/2024,AQS,60311004,1,0.071,ppm,101.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-12
June 13/2024,AQS,60311004,1,0.065,ppm,84.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-13
06/14/2024,AQS,60311004,1,0.071,ppm,101.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-14
/2024,AQS,60311004,1,0.058,ppm,61.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-15
/2024,AQS,60311004,1,0.056,ppm,54.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-16
06/17/2024,AQS,60311004,1,0.051,ppm,47.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-17
06/18/2024,AQS,60311004,1,0.055,ppm,51.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-18
06/19/2024,AQS,60311004,1,0.066,ppm,87.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-19
06/20/2024,AQS,60311004,1,,ppm,84.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-20
06/21/2024,AQS,60311004,1,0.066,ppm,87.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-21
06/22/2024,AQS,60311004,1,0.084,ppm,147.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-22
06/23/2024,AQS,60311004,1,0.088,ppm,156.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-23
06/24/2024,AQS,60311004,1,0.062,ppm,74.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-24
06/25/2024,AQS,60311004,1,0.064,ppm,80.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-25
06/26/2024,AQS,60311004,1,0.065,ppm,84.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-26
/2024,AQS,60311004,1,0.054,ppm,50.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-27
/2024,AQS,60311004,1,0.064,ppm,80.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-28
/2024,AQS,60311004,1,0.07,ppm,100.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-29
06/30/2024,AQS,60311004,1,0.056,ppm,54.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-06-30
07/01/2024,AQS,60311004,1,0.055,ppm,51.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-01
07/02/2024,AQS,60311004,1,0.065,ppm,84.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-02
07/03/2024,AQS,60311004,1,0.071,ppm,101.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-03
07/04/2024,AQS,60311004,1,0.079,ppm,129.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-04
/2024,AQS,60311004,1,,ppm,112.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-05
July 06/2024,AQS,60311004,1,0.079,ppm,129.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-06
/2024,AQS,60311004,1,0.072,ppm,105.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-07
July 08/2024,AQS,60311004,1,0.066,ppm,87.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-08
07/09/2024,AQS,60311004,1,0.066,ppm,87.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-09
/2024,AQS,60311004,1,0.069,ppm,97.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-10
/2024,AQS,60311004,1,0.077,ppm,122.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-11
07/12/2024,AQS,60311004,1,0.076,ppm,119.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-12
07/13/2024,AQS,60311004,1,0.07,ppm,,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-13
07/14/2024,AQS,60311004,1,0.07,ppm,100.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-14
07/15/2024,AQS,60311004,1,0.064,ppm,80.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-15
07/16/2024,AQS,60311004,1,0.068,ppm,93.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-16
07/17/2024,AQS,60311004,1,0.063,ppm,77.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-17
07/18/2024,AQS,60311004,1,0.066,ppm,87.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-18
07/19/2024,AQS,60311004,1,0.064,ppm,80.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-19
July 20/2024,AQS,60311004,1,0.058,ppm,61.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-20
07/21/2024,AQS,60311004,1,0.054,ppm,50.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-21
July 22/2024,AQS,60311004,1,0.069,ppm,97.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-22
/2024,AQS,60311004,1,0.062,ppm,74.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-23
07/24/2024,AQS,60311004,1,0.056,ppm,54.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-24
07/25/2024,AQS,60311004,1,0.051,ppm,47.0,Hanford-Irwin,1000,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-25
07/26/2024,AQS,60311004,1,0.057,ppm,58.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-26
07/27/2024,AQS,60311004,1,0.052,ppm,48.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-27
07/28/2024,AQS,60311004,1,0.055,ppm,51.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-28
07/29/2024,AQS,60311004,1,0.058,ppm,61.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-29
07/30/2024,AQS,60311004,1,0.058,ppm,61.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-30
/2024,AQS,60311004,1,0.053,ppm,49.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-07-31
/2024,AQS,60311004,1,0.074,ppm,112.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-01
08/02/2024,AQS,60311004,1,0.052,ppm,48.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-02
/2024,AQS,60311004,1,0.07,ppm,100.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-03
08/04/2024,AQS,60311004,1,,ppm,74.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-04
/2024,AQS,60311004,1,0.064,ppm,80.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-05
08/06/2024,AQS,60311004,1,0.065,ppm,84.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-06
August 07/2024,AQS,60311004,1,0.066,ppm,87.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-07
/2024,AQS,60311004,1,0.062,ppm,74.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-08
/2024,AQS,60311004,1,0.057,ppm,58.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-09
08/10/2024,AQS,60311004,1,0.059,ppm,64.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-10
08/11/2024,AQS,60311004,1,,ppm,47.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-11
08/12/2024,AQS,60311004,1,0.05,ppm,46.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-12
08/13/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-13
08/14/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-14
August 15/2024,AQS,60311004,1,,ppm,40.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-15
/2024,AQS,60311004,1,0.049,ppm,45.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-16
08/17/2024,AQS,60311004,1,0.04,ppm,37.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-17
August 18/2024,AQS,60311004,1,0.037,ppm,34.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-18
08/19/2024,AQS,60311004,1,0.054,ppm,50.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-19
08/20/2024,AQS,60311004,1,0.056,ppm,54.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-20
08/21/2024,AQS,60311004,1,0.049,ppm,45.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-21
/2024,AQS,60311004,1,0.05,ppm,46.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-22
08/23/2024,AQS,60311004,1,0.041,ppm,38.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-23
August 24/2024,AQS,60311004,1,0.04,ppm,37.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-24
08/25/2024,AQS,60311004,1,0.048,ppm,44.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-25
08/26/2024,AQS,60311004,1,0.061,ppm,71.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-26
/2024,AQS,60311004,1,0.065,ppm,84.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-27
August 28/2024,AQS,60311004,1,0.07,ppm,100.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-28
08/29/2024,AQS,60311004,1,0.065,ppm,84.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-29
08/30/2024,AQS,60311004,1,0.075,ppm,115.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-30
08/31/2024,AQS,60311004,1,0.071,ppm,101.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-08-31
09/01/2024,AQS,60311004,1,0.069,ppm,97.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-09-01
09/02/2024,AQS,60311004,1,0.057,ppm,58.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-09-02
/2024,AQS,60311004,1,0.068,ppm,93.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-09-03
09/04/2024,AQS,60311004,1,0.065,ppm,84.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-09-04
09/05/2024,AQS,60311004,1,0.071,ppm,101.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-09-05
/2024,AQS,60311004,1,0.087,ppm,154.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-09-06
September 07/2024,AQS,60311004,1,0.066,ppm,87.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-09-07
09/08/2024,AQS,60311004,1,0.064,ppm,80.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-09-08
/2024,AQS,60311004,1,0.059,ppm,64.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-09-09
September 11/2024,AQS,60311004,1,0.041,ppm,38.0,Hanford-Irwin,17,100.0,199.0,25260.0,"Hanford-Corcoran, CA",31,Kings,36.31567,-119.643447,2024-09-11
