Date,original_date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,Method Code,CBSA Code,CBSA Name,County FIPS Code,County,Site Latitude,Site Longitude
2024-02-16,/2024,AQS,60010016,1,0.027,ppm,25.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-17,02/17/2024,AQS,60010016,1,0.024,ppm,22.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-18,02/18/2024,AQS,60010016,1,0.04,ppm,37.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-19,February 19/2024,AQS,60010016,1,0.039,ppm,36.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-20,/2024,AQS,60010016,1,0.034,ppm,31.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-22,February 22/2024,AQS,60010016,1,0.034,ppm,31.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-23,02/23/2024,AQS,60010016,1,0.03,ppm,28.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-24,02/24/2024,AQS,60010016,1,0.036,ppm,33.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-25,02/25/2024,AQS,60010016,1,0.044,ppm,41.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-26,02/26/2024,AQS,60010016,1,0.033,ppm,31.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-27,02/27/2024,AQS,60010016,1,0.039,ppm,36.0,Livermore Portola,17.0,100.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-02-28,02/28/2024,AQS,60010016,1,0.04,ppm,37.0,Livermore Portola,14.0,82.0,47.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-15,07/15/2024,AirNow,60010016,1,0.036,ppm,33.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-16,07/16/2024,AirNow,60010016,1,0.036,ppm,33.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-17,July 17/2024,AirNow,60010016,1,0.04,ppm,37.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-18,07/18/2024,AirNow,60010016,1,0.049,ppm,45.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-22,07/22/2024,AirNow,60010016,1,0.0575,ppm,77.0,Livermore Portola,18.0,75.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-23,July 23/2024,AirNow,60010016,1,0.066,ppm,87.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-24,07/24/2024,AirNow,60010016,1,0.053,ppm,49.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-25,07/25/2024,AirNow,60010016,1,0.054,ppm,46.5,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-26,07/26/2024,AirNow,60010016,1,0.047,ppm,44.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-27,07/27/2024,AirNow,60010016,1,0.024,ppm,22.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-28,July 28/2024,AirNow,60010016,1,0.036,ppm,33.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-29,07/29/2024,AirNow,60010016,1,0.029,ppm,27.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-30,07/30/2024,AirNow,60010016,1,0.017,ppm,16.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-07-31,07/31/2024,AirNow,60010016,1,0.037,ppm,34.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-01,August 01/2024,AirNow,60010016,1,0.05,ppm,46.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-02,08/02/2024,AirNow,60010016,1,0.044,ppm,41.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-03,08/03/2024,AirNow,60010016,1,0.055,ppm,51.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-04,08/04/2024,AirNow,60010016,1,0.041,ppm,38.0,Livermore Portola,23.0,96.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-06,August 06/2024,AirNow,60010016,1,0.06,ppm,67.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-07,August 07/2024,AirNow,60010016,1,0.054,ppm,50.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-08,08/08/2024,AirNow,60010016,1,0.054,ppm,50.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-09,08/09/2024,AirNow,60010016,1,0.043,ppm,40.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-10,08/10/2024,AirNow,60010016,1,0.048,ppm,44.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-11,08/11/2024,AirNow,60010016,1,0.032,ppm,30.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-12,/2024,AirNow,60010016,1,0.047,ppm,44.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-14,08/14/2024,AirNow,60010016,1,0.031,ppm,29.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-15,08/15/2024,AirNow,60010016,1,0.029,ppm,27.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-16,/2024,AirNow,60010016,1,0.031,ppm,29.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-17,/2024,AirNow,60010016,1,0.016,ppm,15.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-18,08/18/2024,AirNow,60010016,1,0.035,ppm,32.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-19,August 19/2024,AirNow,60010016,1,0.041,ppm,38.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-20,August 20/2024,AirNow,60010016,1,0.037,ppm,35.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-21,08/21/2024,AirNow,60010016,1,0.035,ppm,32.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-22,August 22/2024,AirNow,60010016,1,0.03,ppm,28.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-23,08/23/2024,AirNow,60010016,1,0.035,ppm,32.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-24,/2024,AirNow,60010016,1,0.033,ppm,31.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-25,August 25/2024,AirNow,60010016,1,0.047,ppm,44.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-26,August 26/2024,AirNow,60010016,1,0.058,ppm,61.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-27,08/27/2024,AirNow,60010016,1,0.063,ppm,77.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-28,08/28/2024,AirNow,60010016,1,0.06,ppm,67.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-29,08/29/2024,AirNow,60010016,1,0.042,ppm,39.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-30,08/30/2024,AirNow,60010016,1,0.045,ppm,42.0,Livermore Portola,21.0,88.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-08-31,08/31/2024,AirNow,60010016,1,0.047,ppm,44.0,Livermore Portola,19.0,79.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-01,09/01/2024,AirNow,60010016,1,0.036,ppm,33.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-02,September 02/2024,AirNow,60010016,1,0.034,ppm,31.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-03,09/03/2024,AirNow,60010016,1,0.05,ppm,46.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-04,09/04/2024,AirNow,60010016,1,0.058,ppm,61.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-05,09/05/2024,AirNow,60010016,1,0.054,ppm,50.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-06,09/06/2024,AirNow,60010016,1,0.05,ppm,46.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-07,09/07/2024,AirNow,60010016,1,0.042,ppm,39.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-08,09/08/2024,AirNow,60010016,1,0.047,ppm,44.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-09,09/09/2024,AirNow,60010016,1,0.048,ppm,44.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-10,09/10/2024,AirNow,60010016,1,0.03,ppm,28.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-11,/2024,AirNow,60010016,1,0.026,ppm,24.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-12,09/12/2024,AirNow,60010016,1,0.038,ppm,35.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-13,September 13/2024,AirNow,60010016,1,0.046,ppm,43.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-14,09/14/2024,AirNow,60010016,1,0.043,ppm,40.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-15,09/15/2024,AirNow,60010016,1,0.033,ppm,31.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-16,September 16/2024,AirNow,60010016,1,0.035,ppm,32.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-17,09/17/2024,AirNow,60010016,1,0.031,ppm,29.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-18,/2024,AirNow,60010016,1,0.026,ppm,24.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-19,09/19/2024,AirNow,60010016,1,0.035,ppm,32.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-20,09/20/2024,AirNow,60010016,1,0.035,ppm,32.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-21,09/21/2024,AirNow,60010016,1,0.044,ppm,41.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-22,/2024,AirNow,60010016,1,0.049,ppm,49.666666666666664,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-23,09/23/2024,AirNow,60010016,1,0.059,ppm,58.33333333333333,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-24,09/24/2024,AirNow,60010016,1,0.06,ppm,67.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-25,09/25/2024,AirNow,60010016,1,0.036,ppm,33.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-26,09/26/2024,AirNow,60010016,1,0.036,ppm,33.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-27,09/27/2024,AirNow,60010016,1,0.055,ppm,51.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-28,09/28/2024,AirNow,60010016,1,0.046,ppm,43.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-29,09/29/2024,AirNow,60010016,1,0.038,ppm,35.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-09-30,/2024,AirNow,60010016,1,0.044,ppm,41.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-01,10/01/2024,AirNow,60010016,1,0.051,ppm,47.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-02,October 02/2024,AirNow,60010016,1,0.058,ppm,61.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-03,10/03/2024,AirNow,60010016,1,0.05,ppm,46.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-04,/2024,AirNow,60010016,1,0.055,ppm,51.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-05,10/05/2024,AirNow,60010016,1,0.047,ppm,44.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-06,10/06/2024,AirNow,60010016,1,0.041,ppm,38.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-07,October 07/2024,AirNow,60010016,1,0.042,ppm,39.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-08,10/08/2024,AirNow,60010016,1,0.043,ppm,40.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-09,10/09/2024,AirNow,60010016,1,0.028,ppm,26.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-10,/2024,AirNow,60010016,1,0.034,ppm,31.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-12,10/12/2024,AirNow,60010016,1,0.0335,ppm,22.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-13,/2024,AirNow,60010016,1,0.033,ppm,31.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-14,10/14/2024,AirNow,60010016,1,0.027,ppm,25.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-15,10/15/2024,AirNow,60010016,1,0.033,ppm,31.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-16,10/16/2024,AirNow,60010016,1,0.031,ppm,29.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-17,/2024,AirNow,60010016,1,0.037,ppm,34.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-19,10/19/2024,AirNow,60010016,1,0.046,ppm,43.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-20,10/20/2024,AirNow,60010016,1,0.052,ppm,48.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-21,/2024,AirNow,60010016,1,0.042,ppm,39.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-22,10/22/2024,AirNow,60010016,1,0.04,ppm,37.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-24,October 24/2024,AirNow,60010016,1,0.044,ppm,41.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-25,October 25/2024,AirNow,60010016,1,0.049,ppm,45.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-26,10/26/2024,AirNow,60010016,1,0.045,ppm,42.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-27,10/27/2024,AirNow,60010016,1,0.031,ppm,29.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-28,October 28/2024,AirNow,60010016,1,0.036,ppm,33.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-29,10/29/2024,AirNow,60010016,1,0.033,ppm,31.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-30,October 30/2024,AirNow,60010016,1,0.036,ppm,33.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-10-31,10/31/2024,AirNow,60010016,1,0.038,ppm,35.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-01,November 01/2024,AirNow,60010016,1,0.04,ppm,37.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-02,November 02/2024,AirNow,60010016,1,0.038,ppm,35.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-03,11/03/2024,AirNow,60010016,1,0.035,ppm,32.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-04,November 04/2024,AirNow,60010016,1,0.038,ppm,35.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-05,11/05/2024,AirNow,60010016,1,0.039,ppm,36.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-06,11/06/2024,AirNow,60010016,1,0.039,ppm,36.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-07,November 07/2024,AirNow,60010016,1,0.038,ppm,35.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-08,11/08/2024,AirNow,60010016,1,0.041,ppm,38.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-09,11/09/2024,AirNow,60010016,1,0.043,ppm,42.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-10,11/10/2024,AirNow,60010016,1,0.045,ppm,42.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-11,11/11/2024,AirNow,60010016,1,0.035,ppm,32.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-12,11/12/2024,AirNow,60010016,1,0.029,ppm,27.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-13,November 13/2024,AirNow,60010016,1,0.032,ppm,30.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-14,November 14/2024,AirNow,60010016,1,0.032,ppm,30.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-15,11/15/2024,AirNow,60010016,1,0.031,ppm,29.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-16,/2024,AirNow,60010016,1,0.036,ppm,33.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-17,11/17/2024,AirNow,60010016,1,0.031,ppm,29.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-18,11/18/2024,AirNow,60010016,1,0.035,ppm,32.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-19,November 19/2024,AirNow,60010016,1,0.027,ppm,25.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-20,11/20/2024,AirNow,60010016,1,0.038,ppm,35.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-21,11/21/2024,AirNow,60010016,1,0.036,ppm,33.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-22,/2024,AirNow,60010016,1,0.034,ppm,31.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-23,November 23/2024,AirNow,60010016,1,0.034,ppm,31.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-24,11/24/2024,AirNow,60010016,1,0.033,ppm,31.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-25,11/25/2024,AirNow,60010016,1,0.027,ppm,25.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
2024-11-26,/2024,AirNow,60010016,1,0.024,ppm,22.0,Livermore Portola,24.0,100.0,0.0,41860.0,"San Francisco-Oakland-Hayward, CA",1,Alameda,37.68975,-121.77155
