Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,Method Code,CBSA Code,CBSA Name,County FIPS Code,County,Site Latitude,Site Longitude
10/02/2024,AQS,60290008,1,0.072,ppm,105.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/03/2024,AQS,60290008,1,0.065,ppm,84.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/04/2024,AQS,60290008,1,0.063,ppm,77.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.061,ppm,71.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/06/2024,AQS,60290008,1,0.068,ppm,93.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/07/2024,AQS,60290008,1,0.071,ppm,101.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/08/2024,AQS,60290008,1,0.05,ppm,46.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/09/2024,AQS,60290008,1,0.048,ppm,44.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
October 10/2024,AQS,60290008,1,0.053,ppm,49.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/11/2024,AQS,60290008,1,0.056,ppm,54.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/12/2024,AQS,60290008,1,0.05,ppm,46.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,,ppm,30.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.044,ppm,41.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/15/2024,AQS,60290008,1,0.054,ppm,50.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/16/2024,AQS,60290008,1,0.051,ppm,47.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/17/2024,AQS,60290008,1,0.044,ppm,41.0,Maricopa,15,88.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/21/2024,AQS,60290008,1,0.053,ppm,,Maricopa,13,76.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/22/2024,AQS,60290008,1,0.06,ppm,67.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/23/2024,AQS,60290008,1,0.061,ppm,71.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/24/2024,AQS,60290008,1,0.048,ppm,44.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/25/2024,AQS,60290008,1,0.059,ppm,64.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.061,ppm,71.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/27/2024,AQS,60290008,1,0.052,ppm,48.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/28/2024,AQS,60290008,1,0.037,ppm,34.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/29/2024,AQS,60290008,1,0.037,ppm,34.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/30/2024,AQS,60290008,1,0.042,ppm,39.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
10/31/2024,AQS,60290008,1,0.045,ppm,42.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/01/2024,AQS,60290008,1,0.04,ppm,37.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
November 02/2024,AQS,60290008,1,0.04,ppm,37.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/03/2024,AQS,60290008,1,0.036,ppm,33.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
November 04/2024,AQS,60290008,1,0.035,ppm,32.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
November 05/2024,AQS,60290008,1,0.042,ppm,39.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/06/2024,AQS,60290008,1,0.04,ppm,37.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/07/2024,AQS,60290008,1,0.037,ppm,34.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.045,ppm,42.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/09/2024,AQS,60290008,1,0.051,ppm,47.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/10/2024,AQS,60290008,1,0.055,ppm,51.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/11/2024,AQS,60290008,1,0.049,ppm,45.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
November 12/2024,AQS,60290008,1,0.039,ppm,36.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.04,ppm,37.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.043,ppm,40.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/15/2024,AQS,60290008,1,0.035,ppm,32.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.032,ppm,30.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/17/2024,AQS,60290008,1,0.036,ppm,33.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/18/2024,AQS,60290008,1,0.034,ppm,31.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
November 19/2024,AQS,60290008,1,0.037,ppm,,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/20/2024,AQS,60290008,1,0.042,ppm,39.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/21/2024,AQS,60290008,1,0.042,ppm,39.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
November 22/2024,AQS,60290008,1,0.045,ppm,42.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/23/2024,AQS,60290008,1,0.028,ppm,26.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/24/2024,AQS,60290008,1,0.034,ppm,31.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
November 25/2024,AQS,60290008,1,0.03,ppm,28.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/26/2024,AQS,60290008,1,0.035,ppm,32.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
November 27/2024,AQS,60290008,1,0.029,ppm,27.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/28/2024,AQS,60290008,1,0.022,ppm,20.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
11/29/2024,AQS,60290008,1,0.019,ppm,18.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,,ppm,17.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.028,ppm,26.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/02/2024,AQS,60290008,1,0.03,ppm,28.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/03/2024,AQS,60290008,1,0.041,ppm,38.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
December 04/2024,AQS,60290008,1,0.043,ppm,40.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/05/2024,AQS,60290008,1,0.044,ppm,41.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/06/2024,AQS,60290008,1,0.043,ppm,40.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/07/2024,AQS,60290008,1,0.04,ppm,37.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.035,ppm,32.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/09/2024,AQS,60290008,1,0.027,ppm,25.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/10/2024,AQS,60290008,1,0.029,ppm,27.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/11/2024,AQS,60290008,1,0.03,ppm,28.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.029,ppm,27.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/13/2024,AQS,60290008,1,0.034,ppm,31.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/14/2024,AQS,60290008,1,0.042,ppm,39.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/15/2024,AQS,60290008,1,0.034,ppm,31.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/16/2024,AQS,60290008,1,0.034,ppm,31.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/17/2024,AQS,60290008,1,0.031,ppm,29.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/18/2024,AQS,60290008,1,0.023,ppm,21.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/19/2024,AQS,60290008,1,0.018,ppm,17.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/20/2024,AQS,60290008,1,0.023,ppm,21.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/21/2024,AQS,60290008,1,0.036,ppm,33.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
/2024,AQS,60290008,1,0.021,ppm,19.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/23/2024,AQS,60290008,1,0.033,ppm,31.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
December 24/2024,AQS,60290008,1,0.037,ppm,34.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/25/2024,AQS,60290008,1,0.032,ppm,30.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/26/2024,AQS,60290008,1,0.031,ppm,29.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/27/2024,AQS,60290008,1,0.031,ppm,29.0,Maricopa,1000,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
December 28/2024,AQS,60290008,1,0.031,ppm,29.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
December 29/2024,AQS,60290008,1,0.03,ppm,28.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/30/2024,AQS,60290008,1,0.035,ppm,32.0,Maricopa,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
12/31/2024,AirNow,60290008,1,0.031,ppm,29.0,Maricopa,19,79.0,,12540.0,"Bakersfield, CA",29,Kern,35.051454,-119.40262
01/01/2024,AQS,60290014,1,0.025,ppm,,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/02/2024,AQS,60290014,1,0.01,ppm,9.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/03/2024,AQS,60290014,1,0.035,ppm,32.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/04/2024,AQS,60290014,1,0.029,ppm,27.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.026,ppm,24.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/06/2024,AQS,60290014,1,0.02,ppm,19.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
January 07/2024,AQS,60290014,1,0.031,ppm,29.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/08/2024,AQS,60290014,1,0.029,ppm,27.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/09/2024,AQS,60290014,1,0.024,ppm,22.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/10/2024,AQS,60290014,1,0.024,ppm,22.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
January 11/2024,AQS,60290014,1,0.034,ppm,31.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/12/2024,AQS,60290014,1,0.028,ppm,26.0,Bakersfield-California,14,82.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/13/2024,AQS,60290014,1,0.026,ppm,24.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/14/2024,AQS,60290014,1,0.033,ppm,31.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.023,ppm,21.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.009,ppm,8.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/17/2024,AQS,60290014,1,0.021,ppm,19.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
January 18/2024,AQS,60290014,1,0.022,ppm,20.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/19/2024,AQS,60290014,1,0.016,ppm,15.0,Bakersfield-California,1000,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/20/2024,AQS,60290014,1,0.014,ppm,13.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/21/2024,AQS,60290014,1,0.037,ppm,34.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.021,ppm,19.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.028,ppm,26.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
January 24/2024,AQS,60290014,1,0.017,ppm,16.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/25/2024,AQS,60290014,1,0.027,ppm,25.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/26/2024,AQS,60290014,1,0.029,ppm,27.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
January 27/2024,AQS,60290014,1,0.033,ppm,31.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
January 28/2024,AQS,60290014,1,0.035,ppm,32.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.03,ppm,28.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
January 30/2024,AQS,60290014,1,0.033,ppm,31.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
01/31/2024,AQS,60290014,1,0.046,ppm,43.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.035,ppm,32.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/02/2024,AQS,60290014,1,0.037,ppm,34.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/03/2024,AQS,60290014,1,0.039,ppm,36.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,,ppm,36.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/05/2024,AQS,60290014,1,0.032,ppm,30.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
February 06/2024,AQS,60290014,1,0.036,ppm,33.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.034,ppm,31.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/08/2024,AQS,60290014,1,0.036,ppm,33.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/09/2024,AQS,60290014,1,0.03,ppm,28.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/10/2024,AQS,60290014,1,,ppm,31.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/11/2024,AQS,60290014,1,0.036,ppm,33.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/12/2024,AQS,60290014,1,0.035,ppm,32.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.035,ppm,,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.037,ppm,34.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.031,ppm,29.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/16/2024,AQS,60290014,1,0.031,ppm,29.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/17/2024,AQS,60290014,1,0.03,ppm,28.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
February 18/2024,AQS,60290014,1,0.038,ppm,35.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
February 19/2024,AQS,60290014,1,0.032,ppm,30.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,,ppm,32.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/21/2024,AQS,60290014,1,0.036,ppm,33.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/22/2024,AQS,60290014,1,0.035,ppm,32.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/23/2024,AQS,60290014,1,,ppm,31.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/24/2024,AQS,60290014,1,0.036,ppm,33.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/25/2024,AQS,60290014,1,0.048,ppm,44.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/26/2024,AQS,60290014,1,0.04,ppm,37.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
February 27/2024,AQS,60290014,1,0.03,ppm,28.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
02/28/2024,AQS,60290014,1,0.037,ppm,34.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
February 29/2024,AQS,60290014,1,0.038,ppm,35.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/01/2024,AQS,60290014,1,0.035,ppm,32.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/02/2024,AQS,60290014,1,0.038,ppm,35.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/03/2024,AQS,60290014,1,0.04,ppm,37.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.041,ppm,38.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/05/2024,AQS,60290014,1,0.045,ppm,42.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.033,ppm,31.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/07/2024,AQS,60290014,1,0.03,ppm,28.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
March 08/2024,AQS,60290014,1,0.04,ppm,37.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/09/2024,AQS,60290014,1,0.041,ppm,38.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.042,ppm,39.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/11/2024,AQS,60290014,1,0.044,ppm,41.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/12/2024,AQS,60290014,1,0.039,ppm,36.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/13/2024,AQS,60290014,1,0.037,ppm,34.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
March 14/2024,AQS,60290014,1,0.041,ppm,38.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/15/2024,AQS,60290014,1,0.038,ppm,35.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.046,ppm,43.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.05,ppm,46.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.055,ppm,51.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/19/2024,AQS,60290014,1,0.055,ppm,51.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/20/2024,AQS,60290014,1,0.05,ppm,46.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/21/2024,AQS,60290014,1,0.047,ppm,44.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/22/2024,AQS,60290014,1,0.055,ppm,51.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/23/2024,AQS,60290014,1,0.043,ppm,40.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
/2024,AQS,60290014,1,0.039,ppm,,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/25/2024,AQS,60290014,1,0.039,ppm,36.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
March 26/2024,AQS,60290014,1,0.045,ppm,42.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
03/27/2024,AQS,60290014,1,0.052,ppm,48.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
March 28/2024,AQS,60290014,1,0.036,ppm,33.0,Bakersfield-California,17,100.0,87.0,12540.0,"Bakersfield, CA",29,Kern,35.356615,-119.062613
